縣市別,年份,調查站_座標_經度,調查站_座標_緯度,總計_流量(PCU)
新北市,106,121.30123,25.0324,"87,971"
新北市,106,121.30123,25.0324,"88,241"
新北市,106,121.27165,25.03381,"29,938"
新北市,106,121.27165,25.03381,"16,392"
新北市,106,121.2739,25.03380,"24,056"
新北市,106,121.2739,25.03380,"31,136"
新北市,106,121.25146,25.01560,"28,145"
新北市,106,121.25146,25.01560,"25,295"
桃園縣,106,121.24195,25.0155,"40,715"
桃園縣,106,121.24195,25.0155,"33,775"
桃園縣,106,121.21492,25.03484,"18,553"
桃園縣,106,121.21492,25.03484,"12,255"
桃園縣,106,121.19588,24.59498,"28,724"
桃園縣,106,121.19588,24.59498,"30,603"
桃園縣,106,121.16108,24.58384,"29,936"
桃園縣,106,121.16108,24.58384,"36,950"
桃園縣,106,121.13543,24.57490,"34,473"
桃園縣,106,121.13543,24.57490,"37,416"
桃園縣,106,121.12232,24.56572,"15,577"
桃園縣,106,121.12232,24.56572,"16,190"
桃園縣,106,121.11153,24.55234,"23,780"
桃園縣,106,121.11153,24.55234,"26,442"
桃園縣,106,121.08435,24.54248,"18,766"
桃園縣,106,121.08435,24.54248,"20,069"
新竹縣,106,121.05147,24.53166,"10,949"
新竹縣,106,121.05147,24.53166,"8,144"
新竹縣,106,121.01413,24.5300,"6,816"
新竹縣,106,121.01413,24.5300,"5,846"
新竹縣,106,121.00139,24.51110,"32,006"
新竹縣,106,121.00139,24.51110,"31,767"
新竹縣,106,120.59495,24.49310,"35,081"
新竹縣,106,120.59495,24.49310,"51,386"
新竹市,106,120.5821,24.48491,"22,156"
新竹市,106,120.5821,24.48491,"20,967"
新竹市,106,120.56121,24.47269,"17,658"
新竹市,106,120.56121,24.47269,"16,982"
新竹縣,106,120.54579,24.43521,"10,946"
新竹縣,106,120.54579,24.43521,"9,760"
新北市,106,121.30150,25.03504,"55,978"
新北市,106,121.30150,25.03504,"51,967"
新北市,106,121.29211,25.03302,"26,647"
新北市,106,121.29211,25.03302,"23,506"
新北市,106,121.26549,25.0268,"37,369"
新北市,106,121.26549,25.0268,"33,495"
桃園縣,106,121.2298,25.00274,"10,010"
桃園縣,106,121.2298,25.00274,"16,508"
桃園縣,106,121.19160,24.59294,"26,130"
桃園縣,106,121.19160,24.59294,"28,037"
桃園縣,106,121.18165,24.59232,"22,342"
桃園縣,106,121.18165,24.59232,"19,723"
新北市,106,121.27344,25.0862,"65,143"
新北市,106,121.27344,25.0862,"63,699"
新北市,106,121.27328,25.09251,"60,597"
新北市,106,121.27328,25.09251,"60,941"
新北市,106,121.27264,25.10302,"33,013"
新北市,106,121.27264,25.10302,"33,997"
新北市,106,121.26536,25.11576,"21,340"
新北市,106,121.26536,25.11576,"21,238"
新北市,106,121.29458,25.15356,"12,918"
新北市,106,121.29458,25.15356,"13,002"
新北市,106,121.33521,25.17279,"6,394"
新北市,106,121.33521,25.17279,"6,737"
新北市,106,121.38543,25.12386,"12,915"
新北市,106,121.38543,25.12386,"12,637"
新北市,106,121.40372,25.1218,"11,891"
新北市,106,121.40372,25.1218,"11,117"
新北市,106,121.41311,25.10473,"11,803"
新北市,106,121.41311,25.10473,"12,719"
基隆市,106,121.4209,25.08537,"21,874"
基隆市,106,121.4209,25.08537,"23,819"
基隆市,106,121.4774,25.08409,"10,388"
基隆市,106,121.4774,25.08409,"10,249"
新北市,106,121.49250,25.07160,"11,364"
新北市,106,121.49250,25.07160,"11,013"
新北市,106,121.54519,25.04460,"6,979"
新北市,106,121.54519,25.04460,"7,137"
新北市,106,121.56448,25.0107,"6,637"
新北市,106,121.56448,25.0107,"7,072"
新北市,106,121.36505,25.1352,"2,738"
新北市,106,121.36505,25.1352,"2,817"
新北市,106,121.27234,25.09321,"25,922"
新北市,106,121.27234,25.09321,"26,223"
新北市,106,121.26213,25.10219,"15,542"
新北市,106,121.26213,25.10219,"10,686"
基隆市,106,121.4491,25.0670,"11,146"
基隆市,106,121.4491,25.0670,"10,707"
新北市,106,121.46204,25.03112,"3,801"
新北市,106,121.46204,25.03112,"3,923"
新北市,106,121.46468,25.02169,"3,041"
新北市,106,121.46468,25.02169,"2,943"
新北市,106,121.50549,25.0262,"2,498"
新北市,106,121.50549,25.0262,"2,405"
新北市,106,121.53262,25.01198,"1,951"
新北市,106,121.53262,25.01198,"1,858"
新北市,106,121.47432,25.06370,"5,332"
新北市,106,121.47432,25.06370,"5,795"
新北市,106,121.29130,25.0287,"63,408"
新北市,106,121.29130,25.0287,"63,898"
新北市,106,121.26463,24.59205,"16,607"
新北市,106,121.26463,24.59205,"18,422"
新北市,106,121.25300,24.57445,"20,409"
新北市,106,121.25300,24.57445,"17,498"
新北市,106,121.23441,24.56189,"7,017"
新北市,106,121.23441,24.56189,"5,199"
新北市,106,121.22304,24.55485,"11,132"
新北市,106,121.22304,24.55485,"11,664"
桃園縣,106,121.1815,24.53366,"5,362"
桃園縣,106,121.1815,24.53366,"4,988"
桃園縣,106,121.17148,24.53123,"18,977"
桃園縣,106,121.17148,24.53123,"19,739"
桃園縣,106,121.16457,24.53384,"21,878"
桃園縣,106,121.16457,24.53384,"21,892"
桃園縣,106,121.16183,24.53266,"18,551"
桃園縣,106,121.16183,24.53266,"19,419"
桃園縣,106,121.15304,24.52440,"7,158"
桃園縣,106,121.15304,24.52440,"7,251"
桃園縣,106,121.1303,24.5235,"12,462"
桃園縣,106,121.1303,24.5235,"12,532"
桃園縣,106,121.12214,24.49427,"8,006"
桃園縣,106,121.12214,24.49427,"7,884"
新竹縣,106,121.10178,24.45318,"4,967"
新竹縣,106,121.10178,24.45318,"5,182"
新竹縣,106,121.06344,24.43183,"10,649"
新竹縣,106,121.06344,24.43183,"10,773"
新竹縣,106,121.04540,24.43301,"8,387"
新竹縣,106,121.04540,24.43301,"8,352"
新竹縣,106,121.01207,24.41119,"2,914"
新竹縣,106,121.01207,24.41119,"2,826"
桃園縣,106,121.15497,24.52398,"8,935"
桃園縣,106,121.15497,24.52398,"8,586"
桃園縣,106,121.14305,24.49384,"6,144"
桃園縣,106,121.14305,24.49384,"6,650"
桃園縣,106,121.12261,24.49325,"5,566"
桃園縣,106,121.12261,24.49325,"6,095"
桃園縣,106,121.1640,25.03441,"13,813"
桃園縣,106,121.1640,25.03441,"14,184"
桃園縣,106,121.18102,25.01570,"36,900"
桃園縣,106,121.18102,25.01570,"22,302"
桃園縣,106,121.18255,24.59532,"30,338"
桃園縣,106,121.18255,24.59532,"26,987"
桃園縣,106,121.17548,24.57120,"22,761"
桃園縣,106,121.17548,24.57120,"22,740"
桃園縣,106,121.17317,24.5597,"17,022"
桃園縣,106,121.17317,24.5597,"16,597"
桃園縣,106,121.16449,24.53118,"10,113"
桃園縣,106,121.16449,24.53118,"8,832"
桃園縣,106,121.16425,24.52295,"8,347"
桃園縣,106,121.16425,24.52295,"7,366"
桃園縣,106,121.16586,24.51249,"7,032"
桃園縣,106,121.16586,24.51249,"7,323"
桃園縣,106,121.15155,24.49268,"4,632"
桃園縣,106,121.15155,24.49268,"4,185"
新北市,106,121.37205,25.03179,"44,928"
新北市,106,121.37205,25.03179,"30,159"
新北市,106,121.37521,25.03177,"38,521"
新北市,106,121.37521,25.03177,"30,447"
新北市,106,121.38485,25.03399,"30,059"
新北市,106,121.38485,25.03399,"30,037"
新北市,106,121.40268,25.03558,"13,648"
新北市,106,121.40268,25.03558,"13,848"
基隆市,106,121.42135,25.04573,"16,029"
基隆市,106,121.42135,25.04573,"15,121"
基隆市,106,121.44260,25.06479,"15,770"
基隆市,106,121.44260,25.06479,"15,576"
新北市,106,121.3893,25.03297,"21,779"
新北市,106,121.3893,25.03297,"27,742"
新北市,106,121.39392,25.0468,"17,978"
新北市,106,121.39392,25.0468,"18,491"
基隆市,106,121.41261,25.04411,"6,661"
基隆市,106,121.41261,25.04411,"8,099"
桃園縣,106,121.1795,24.50399,"8,835"
桃園縣,106,121.1795,24.50399,"8,488"
桃園縣,106,121.18211,24.49493,"6,775"
桃園縣,106,121.18211,24.49493,"6,639"
桃園縣,106,121.19529,24.4953,"6,141"
桃園縣,106,121.19529,24.4953,"6,091"
桃園縣,106,121.21567,24.47321,"2,732"
桃園縣,106,121.21567,24.47321,"2,963"
桃園縣,106,121.23121,24.40433,822
桃園縣,106,121.23121,24.40433,763
桃園縣,106,121.19508,24.5070,"1,630"
桃園縣,106,121.19508,24.5070,"1,692"
新北市,106,121.22371,24.5326,"3,290"
新北市,106,121.22371,24.5326,"3,365"
新北市,106,121.32290,24.58581,"32,353"
新北市,106,121.32290,24.58581,"26,883"
新北市,106,121.32348,24.57105,"20,898"
新北市,106,121.32348,24.57105,"22,034"
新北市,106,121.33304,24.57151,"6,682"
新北市,106,121.33304,24.57151,"6,751"
新北市,106,121.37563,24.5777,"2,184"
新北市,106,121.37563,24.5777,"2,257"
新北市,106,121.42391,24.5639,"2,474"
新北市,106,121.42391,24.5639,"2,224"
新北市,106,121.43120,24.5481,"1,615"
新北市,106,121.43120,24.5481,"1,215"
新北市,106,121.32457,24.56564,"8,624"
新北市,106,121.32457,24.56564,"8,788"
新北市,106,121.32558,24.53319,"3,706"
新北市,106,121.32558,24.53319,"3,823"
新竹市,106,120.54222,24.44254,"5,869"
新竹市,106,120.54222,24.44254,"6,543"
新北市,106,121.27262,25.07321,"48,116"
新北市,106,121.27262,25.07321,"47,095"
新北市,106,121.26462,25.08450,"17,533"
新北市,106,121.26462,25.08450,"16,646"
新北市,106,121.23323,25.08350,"11,560"
新北市,106,121.23323,25.08350,"6,302"
桃園縣,106,121.15104,25.06408,"8,226"
桃園縣,106,121.15104,25.06408,"7,886"
桃園縣,106,121.12353,25.04465,"3,327"
桃園縣,106,121.12353,25.04465,"2,924"
桃園縣,106,121.10599,25.03554,"20,884"
桃園縣,106,121.10599,25.03554,"20,978"
桃園縣,106,121.0466,25.01469,"4,212"
桃園縣,106,121.0466,25.01469,"4,359"
桃園縣,106,121.01379,24.5944,"6,837"
桃園縣,106,121.01379,24.5944,"6,686"
新竹縣,106,120.58184,24.5475,"8,856"
新竹縣,106,120.58184,24.5475,"9,262"
新竹縣,106,120.5677,24.50376,"12,211"
新竹縣,106,120.5677,24.50376,"11,598"
桃園縣,106,121.14161,25.06252,"2,976"
桃園縣,106,121.14161,25.06252,"3,181"
桃園縣,106,121.13475,25.01418,"30,461"
桃園縣,106,121.13475,25.01418,"21,311"
桃園縣,106,121.12488,25.0015,"11,377"
桃園縣,106,121.12488,25.0015,"7,443"
桃園縣,106,121.08553,24.57197,"8,392"
桃園縣,106,121.08553,24.57197,"8,218"
桃園縣,106,121.07154,24.56346,"6,313"
桃園縣,106,121.07154,24.56346,"5,858"
新竹縣,106,121.04266,24.53216,"1,963"
新竹縣,106,121.04266,24.53216,"2,208"
新北市,106,121.19212,25.07167,"16,581"
新北市,106,121.19212,25.07167,"15,924"
桃園縣,106,121.14184,25.06416,"10,691"
桃園縣,106,121.14184,25.06416,"10,252"
桃園縣,106,121.14263,25.06439,"1,911"
桃園縣,106,121.14263,25.06439,"1,176"
桃園縣,106,121.10588,25.0564,"5,409"
桃園縣,106,121.10588,25.0564,"9,108"
桃園縣,106,121.10584,25.0573,"8,712"
桃園縣,106,121.10584,25.0573,"4,844"
桃園縣,106,121.03381,25.0274,"2,545"
桃園縣,106,121.03381,25.0274,"6,727"
桃園縣,106,121.03168,25.01521,"5,689"
桃園縣,106,121.03168,25.01521,"1,928"
新竹縣,106,120.5593,24.47367,"7,146"
新竹縣,106,120.5593,24.47367,"7,230"
新竹縣,106,120.53534,24.44396,"4,028"
新竹縣,106,120.53534,24.44396,"4,908"
新竹縣,106,120.53103,24.44122,"4,686"
新竹縣,106,120.53103,24.44122,"5,118"
新北市,106,121.22503,25.08371,"7,406"
新北市,106,121.22503,25.08371,"13,380"
新北市,106,121.41486,25.07414,"9,496"
新北市,106,121.41486,25.07414,"9,323"
基隆市,106,121.41498,25.07134,"16,999"
基隆市,106,121.41498,25.07134,"17,365"
新北市,106,121.42542,25.0691,"30,300"
新北市,106,121.42542,25.0691,"28,125"
新北市,106,121.45168,25.0687,"28,998"
新北市,106,121.45168,25.0687,"29,374"
基隆市,106,121.46290,25.06374,"19,381"
基隆市,106,121.46290,25.06374,"18,411"
新北市,106,121.4865,25.06591,"8,822"
新北市,106,121.4865,25.06591,"8,574"
新北市,106,121.46178,25.0809,"6,242"
新北市,106,121.46178,25.0809,"5,968"
新北市,106,121.46314,25.06523,"11,001"
新北市,106,121.46314,25.06523,"10,335"
新北市,106,121.23545,25.08304,"9,343"
新北市,106,121.23545,25.08304,"14,562"
新北市,106,121.2487,25.07423,"28,489"
新北市,106,121.2487,25.07423,"27,134"
新北市,106,121.26565,25.06247,"28,664"
新北市,106,121.26565,25.06247,"27,852"
新北市,106,121.26518,25.05194,"38,041"
新北市,106,121.26518,25.05194,"31,511"
新北市,106,121.28466,25.02551,"34,711"
新北市,106,121.28466,25.02551,"39,367"
新北市,106,121.28305,25.00488,"53,362"
新北市,106,121.28305,25.00488,"58,152"
新北市,106,121.26318,25.03191,"38,041"
新北市,106,121.26318,25.03191,"35,225"
新北市,106,121.26315,25.01590,"33,860"
新北市,106,121.26315,25.01590,"29,926"
新北市,106,121.26510,24.59455,"36,161"
新北市,106,121.26510,24.59455,"34,757"
新北市,106,121.25573,24.57555,"35,285"
新北市,106,121.25573,24.57555,"35,285"
新北市,106,121.26124,24.58351,"1,328"
新北市,106,121.26124,24.58351,"4,800"
桃園縣,106,121.05560,25.043,"4,878"
桃園縣,106,121.05560,25.043,"5,166"
桃園縣,106,121.0601,25.014,"4,297"
桃園縣,106,121.0601,25.014,"1,004"
桃園縣,106,121.09541,24.56523,"29,492"
桃園縣,106,121.09541,24.56523,"25,305"
桃園縣,106,121.09561,24.56505,"9,263"
桃園縣,106,121.09561,24.56505,"10,390"
桃園縣,106,121.12104,24.55470,"41,619"
桃園縣,106,121.12104,24.55470,"41,195"
桃園縣,106,121.1258,24.55486,"7,667"
桃園縣,106,121.1258,24.55486,"8,053"
桃園縣,106,121.13480,24.54273,"20,430"
桃園縣,106,121.13480,24.54273,"21,846"
桃園縣,106,121.13512,24.54221,"13,440"
桃園縣,106,121.13512,24.54221,"18,710"
桃園縣,106,121.1527,24.53557,"26,078"
桃園縣,106,121.1527,24.53557,"27,510"
桃園縣,106,121.15248,24.53541,"5,610"
桃園縣,106,121.15248,24.53541,"5,541"
新竹縣,106,120.5699,24.50379,"3,976"
新竹縣,106,120.5699,24.50379,"4,497"
新竹縣,106,121.00547,24.48236,"17,646"
新竹縣,106,121.00547,24.48236,"17,984"
新竹縣,106,121.0690,24.43407,"10,684"
新竹縣,106,121.0690,24.43407,"10,718"
新竹縣,106,121.04483,24.44594,"6,976"
新竹縣,106,121.04483,24.44594,"7,367"
新竹縣,106,120.53595,24.44325,"4,391"
新竹縣,106,120.53595,24.44325,"4,964"
高雄市,106,120.13358,22.54385,"23,205"
高雄市,106,120.13358,22.54385,"21,915"
高雄市,106,120.1913,22.44338,"22,010"
高雄市,106,120.1913,22.44338,"23,273"
高雄市,106,120.19216,22.41534,"42,401"
高雄市,106,120.19216,22.41534,"43,140"
高雄市,106,120.22195,22.3858,"29,832"
高雄市,106,120.22195,22.3858,"31,812"
高雄市,106,120.25388,22.38404,"39,706"
高雄市,106,120.25388,22.38404,"40,880"
屏東縣,106,120.27366,22.39123,"29,140"
屏東縣,106,120.27366,22.39123,"29,488"
屏東縣,106,120.28376,22.39119,"15,553"
屏東縣,106,120.28376,22.39119,"14,450"
屏東縣,106,120.32347,22.37580,"21,202"
屏東縣,106,120.32347,22.37580,"19,252"
屏東縣,106,120.33383,22.36160,"7,359"
屏東縣,106,120.33383,22.36160,"7,306"
屏東縣,106,120.32456,22.34392,"12,358"
屏東縣,106,120.32456,22.34392,"12,078"
屏東縣,106,120.33192,22.32556,"6,622"
屏東縣,106,120.33192,22.32556,"6,082"
屏東縣,106,120.31531,22.31291,"6,313"
屏東縣,106,120.31531,22.31291,"6,887"
屏東縣,106,120.32592,22.47482,"18,312"
屏東縣,106,120.32592,22.47482,"19,021"
屏東縣,106,120.35448,22.22588,"17,978"
屏東縣,106,120.35448,22.22588,"16,849"
屏東縣,106,120.3690,22.22241,"13,167"
屏東縣,106,120.3690,22.22241,"12,583"
屏東縣,106,120.41180,22.1270,"8,967"
屏東縣,106,120.41180,22.1270,"8,782"
高雄市,106,120.2130,22.37397,"17,069"
高雄市,106,120.2130,22.37397,"14,486"
高雄市,106,120.2326,22.37498,"20,854"
高雄市,106,120.2326,22.37498,"20,487"
高雄市,106,120.2820,22.5896,"3,005"
高雄市,106,120.2820,22.5896,"2,563"
高雄市,106,120.2979,22.53120,"11,616"
高雄市,106,120.2979,22.53120,"11,491"
高雄市,106,120.3095,22.51488,"4,609"
高雄市,106,120.3095,22.51488,"4,129"
屏東縣,106,120.3009,22.46491,"9,270"
屏東縣,106,120.3009,22.46491,"9,683"
屏東縣,106,120.29243,22.44303,"14,836"
屏東縣,106,120.29243,22.44303,"15,893"
屏東縣,106,120.28413,22.40252,"13,812"
屏東縣,106,120.28413,22.40252,"15,149"
屏東縣,106,120.28285,22.39541,"16,782"
屏東縣,106,120.28285,22.39541,"13,292"
台東縣,106,121.1025,23.03228,"6,075"
台東縣,106,121.1025,23.03228,"6,350"
台東縣,106,121.08344,22.56189,"3,753"
台東縣,106,121.08344,22.56189,"3,588"
台東縣,106,121.05401,22.53314,"6,613"
台東縣,106,121.05401,22.53314,"6,902"
台東縣,106,121.05262,22.48377,"9,677"
台東縣,106,121.05262,22.48377,"9,563"
台東縣,106,121.07195,22.4672,"8,307"
台東縣,106,121.07195,22.4672,"8,397"
台東縣,106,121.02571,22.45394,"5,628"
台東縣,106,121.02571,22.45394,"5,517"
台東縣,106,121.02227,22.4263,"3,887"
台東縣,106,121.02227,22.4263,"4,158"
台東縣,106,120.57502,22.31382,"6,281"
台東縣,106,120.57502,22.31382,"5,924"
台東縣,106,120.54249,22.21391,"6,734"
台東縣,106,120.54249,22.21391,"6,658"
屏東縣,106,120.43228,22.12271,"8,404"
屏東縣,106,120.43228,22.12271,"7,723"
台東縣,106,121.05147,22.46573,"4,376"
台東縣,106,121.05147,22.46573,"4,484"
台東縣,106,121.27286,23.1923,"1,654"
台東縣,106,121.27286,23.1923,"1,265"
台東縣,106,121.2336,23.06356,"3,796"
台東縣,106,121.2336,23.06356,"3,451"
台東縣,106,121.2273,23.0638,"3,842"
台東縣,106,121.2273,23.0638,"3,539"
台東縣,106,121.18421,22.5992,"3,501"
台東縣,106,121.18421,22.5992,"3,221"
台東縣,106,121.13327,22.52168,"4,830"
台東縣,106,121.13327,22.52168,"4,744"
台東縣,106,121.1089,22.46179,"8,071"
台東縣,106,121.1089,22.46179,"7,685"
台東縣,106,121.08427,22.44282,"5,974"
台東縣,106,121.08427,22.44282,"6,096"
台東縣,106,121.05516,22.43289,"10,660"
台東縣,106,121.05516,22.43289,"10,917"
台東縣,106,121.08413,22.47318,"2,140"
台東縣,106,121.08413,22.47318,"1,930"
高雄市,106,120.10469,22.5404,"8,022"
高雄市,106,120.10469,22.5404,"7,544"
高雄市,106,120.13391,22.51386,"8,116"
高雄市,106,120.13391,22.51386,"8,101"
高雄市,106,120.14386,22.47380,"11,967"
高雄市,106,120.14386,22.47380,"11,508"
高雄市,106,120.16149,22.43530,"19,333"
高雄市,106,120.16149,22.43530,"18,720"
高雄市,106,120.2285,22.30243,"17,450"
高雄市,106,120.2285,22.30243,"17,555"
高雄市,106,120.24331,22.29541,"11,912"
高雄市,106,120.24331,22.29541,"12,175"
屏東縣,106,120.26317,22.29485,"13,655"
屏東縣,106,120.26317,22.29485,"13,496"
屏東縣,106,120.27317,22.28415,"18,555"
屏東縣,106,120.27317,22.28415,"19,222"
屏東縣,106,120.30407,22.26193,"11,401"
屏東縣,106,120.30407,22.26193,"11,793"
屏東縣,106,120.33215,22.24455,"6,528"
屏東縣,106,120.33215,22.24455,"7,394"
高雄市,106,120.11295,22.54490,"5,249"
高雄市,106,120.11295,22.54490,"4,828"
高雄市,106,120.1840,22.48488,"14,576"
高雄市,106,120.1840,22.48488,"14,199"
高雄市,106,120.1646,22.46110,"5,408"
高雄市,106,120.1646,22.46110,"5,101"
高雄市,106,120.15438,22.44504,"3,829"
高雄市,106,120.15438,22.44504,"4,257"
高雄市,106,120.3580,23.04509,"5,774"
高雄市,106,120.3580,23.04509,"5,687"
高雄市,106,120.41477,23.06266,"2,266"
高雄市,106,120.41477,23.06266,"2,550"
台東縣,106,121.0798,23.07593,228
台東縣,106,121.0798,23.07593,299
台東縣,106,121.11192,23.07528,419
台東縣,106,121.11192,23.07528,469
高雄市,106,120.20181,22.44306,"17,751"
高雄市,106,120.20181,22.44306,"17,890"
高雄市,106,120.23247,22.46199,"7,091"
高雄市,106,120.23247,22.46199,"7,249"
屏東縣,106,120.29268,22.46197,"6,022"
屏東縣,106,120.29268,22.46197,"5,677"
屏東縣,106,120.31214,22.46358,"6,484"
屏東縣,106,120.31214,22.46358,"5,834"
台東縣,106,121.17138,23.00126,889
台東縣,106,121.17138,23.00126,904
台東縣,106,121.18134,22.58391,"1,000"
台東縣,106,121.18134,22.58391,888
屏東縣,106,120.28477,22.39546,"10,074"
屏東縣,106,120.28477,22.39546,"9,446"
屏東縣,106,120.29551,22.40472,"11,247"
屏東縣,106,120.29551,22.40472,"11,708"
屏東縣,106,120.32323,22.41354,"10,215"
屏東縣,106,120.32323,22.41354,"10,401"
屏東縣,106,120.38278,22.42358,"5,277"
屏東縣,106,120.38278,22.42358,"5,043"
屏東縣,106,120.42155,22.44535,"1,141"
屏東縣,106,120.42155,22.44535,"1,082"
高雄市,106,120.2325,22.3767,"18,321"
高雄市,106,120.2325,22.3767,"19,300"
高雄市,106,120.24439,22.33111,"19,005"
高雄市,106,120.24439,22.33111,"18,795"
屏東縣,106,120.41315,22.10574,"9,048"
屏東縣,106,120.41315,22.10574,"9,030"
屏東縣,106,120.42493,22.04327,"10,567"
屏東縣,106,120.42493,22.04327,"10,135"
屏東縣,106,120.44271,21.59573,"7,807"
屏東縣,106,120.44271,21.59573,"6,997"
屏東縣,106,120.4645,21.57267,"8,805"
屏東縣,106,120.4645,21.57267,"7,920"
屏東縣,106,120.50361,21.58259,964
屏東縣,106,120.50361,21.58259,621
屏東縣,106,120.53181,22.11346,237
屏東縣,106,120.53181,22.11346,306
屏東縣,106,120.53191,22.17295,258
屏東縣,106,120.53191,22.17295,248
高雄市,106,120.4010,23.02286,"2,901"
高雄市,106,120.4010,23.02286,"2,646"
高雄市,106,120.38360,22.59356,"1,230"
高雄市,106,120.38360,22.59356,"1,181"
屏東縣,106,120.3615,22.49370,"3,747"
屏東縣,106,120.3615,22.49370,"3,714"
屏東縣,106,120.36143,22.48551,"4,437"
屏東縣,106,120.36143,22.48551,"4,741"
屏東縣,106,120.33120,22.44513,"2,825"
屏東縣,106,120.33120,22.44513,"3,482"
屏東縣,106,120.29225,22.40282,"14,088"
屏東縣,106,120.29225,22.40282,"13,322"
屏東縣,106,120.29116,22.39254,"21,130"
屏東縣,106,120.29116,22.39254,"20,845"
屏東縣,106,120.29120,22.36309,"16,964"
屏東縣,106,120.29120,22.36309,"17,088"
屏東縣,106,120.28551,22.34317,"12,517"
屏東縣,106,120.28551,22.34317,"11,975"
屏東縣,106,120.27466,22.32479,"11,431"
屏東縣,106,120.27466,22.32479,"11,748"
高雄市,106,120.38347,22.57365,"2,759"
高雄市,106,120.38347,22.57365,"3,045"
高雄市,106,120.15284,22.52528,"11,903"
高雄市,106,120.15284,22.52528,"12,145"
高雄市,106,120.18404,22.52432,"9,170"
高雄市,106,120.18404,22.52432,"9,059"
高雄市,106,120.20372,22.52524,"7,843"
高雄市,106,120.20372,22.52524,"7,444"
高雄市,106,120.22102,22.52400,"5,186"
高雄市,106,120.22102,22.52400,"5,669"
高雄市,106,120.31295,22.53112,"7,617"
高雄市,106,120.31295,22.53112,"7,768"
高雄市,106,120.3825,23.0927,"1,222"
高雄市,106,120.3825,23.0927,"1,335"
高雄市,106,120.33329,23.03142,"3,596"
高雄市,106,120.33329,23.03142,"3,442"
高雄市,106,120.2959,22.54151,"8,744"
高雄市,106,120.2959,22.54151,"8,973"
高雄市,106,120.27125,22.46521,"6,259"
高雄市,106,120.27125,22.46521,"6,399"
高雄市,106,120.26483,22.44214,"7,150"
高雄市,106,120.26483,22.44214,"7,369"
高雄市,106,120.25254,22.38579,"9,311"
高雄市,106,120.25254,22.38579,"9,314"
高雄市,106,120.2647,22.35576,"7,542"
高雄市,106,120.2647,22.35576,"7,846"
高雄市,106,120.2525,22.32200,"7,945"
高雄市,106,120.2525,22.32200,"8,096"
台東縣,106,121.23125,23.15484,855
台東縣,106,121.23125,23.15484,816
高雄市,106,120.18237,22.52535,"2,878"
高雄市,106,120.18237,22.52535,"3,341"
高雄市,106,120.2174,22.35274,"47,177"
高雄市,106,120.2174,22.35274,"47,010"
高雄市,106,120.23135,22.35212,"51,095"
高雄市,106,120.23135,22.35212,"48,344"
高雄市,106,120.24460,22.35110,"38,735"
高雄市,106,120.24460,22.35110,"38,285"
高雄市,106,120.26570,22.35290,"36,452"
高雄市,106,120.26570,22.35290,"34,707"
屏東縣,106,120.3122,22.3443,"27,801"
屏東縣,106,120.3122,22.3443,"26,188"
苗栗縣,106,120.55105,24.42575,"10,160"
苗栗縣,106,120.55105,24.42575,"10,720"
苗栗縣,106,120.54405,24.41215,"13,482"
苗栗縣,106,120.54405,24.41215,"13,403"
苗栗縣,106,120.52571,24.39590,"8,653"
苗栗縣,106,120.52571,24.39590,"5,688"
苗栗縣,106,120.52319,24.39369,"6,537"
苗栗縣,106,120.52319,24.39369,"6,682"
苗栗縣,106,120.49463,24.38363,"4,052"
苗栗縣,106,120.49463,24.38363,"3,807"
苗栗縣,106,120.47495,24.3744,"4,044"
苗栗縣,106,120.47495,24.3744,"4,020"
苗栗縣,106,120.46588,24.36210,"7,651"
苗栗縣,106,120.46588,24.36210,"7,605"
苗栗縣,106,120.4570,24.33473,"2,369"
苗栗縣,106,120.4570,24.33473,"2,634"
苗栗縣,106,120.41482,24.32325,"6,634"
苗栗縣,106,120.41482,24.32325,"6,065"
苗栗縣,106,120.41320,24.29539,"4,000"
苗栗縣,106,120.41320,24.29539,"4,519"
苗栗縣,106,120.39328,24.27163,"7,986"
苗栗縣,106,120.39328,24.27163,"8,567"
苗栗縣,106,120.38414,24.25479,"10,184"
苗栗縣,106,120.38414,24.25479,"11,398"
臺中市,106,120.38333,24.2228,"17,436"
臺中市,106,120.38333,24.2228,"16,768"
臺中市,106,120.36210,24.1991,"8,589"
臺中市,106,120.36210,24.1991,"8,026"
臺中市,106,120.34298,24.16408,"12,150"
臺中市,106,120.34298,24.16408,"12,928"
臺中市,106,120.32434,24.13413,"8,016"
臺中市,106,120.32434,24.13413,"10,851"
臺中市,106,120.32328,24.10132,"9,554"
臺中市,106,120.32328,24.10132,"10,090"
臺中市,106,120.3377,24.8123,"11,376"
臺中市,106,120.3377,24.8123,"11,359"
臺中市,106,120.34557,24.6247,"17,219"
臺中市,106,120.34557,24.6247,"16,872"
臺中市,106,120.3719,24.2121,"21,968"
臺中市,106,120.3719,24.2121,"22,827"
彰化縣,106,120.33392,24.05128,"24,201"
彰化縣,106,120.33392,24.05128,"25,045"
彰化縣,106,120.32405,24.04412,"22,520"
彰化縣,106,120.32405,24.04412,"24,141"
彰化縣,106,120.32096,24.02079,"20,710"
彰化縣,106,120.32096,24.02079,"20,023"
彰化縣,106,120.34114,23.58528,"24,593"
彰化縣,106,120.34114,23.58528,"24,693"
彰化縣,106,120.33440,23.56392,"23,073"
彰化縣,106,120.33440,23.56392,"25,084"
