name,long,lat,location
桃園 (Taoyuan),121.35220000000001,24.8202,桃園市復興區澤仁里中正路248號(介壽國民中學校園內)
八德 (Bade),121.32309999999998,24.9924,桃園市八德區興仁里中山路94號(八德國民小學校園內)
平鎮 (Pingjhen),121.28319999999998,24.9287,桃園市平鎮區中豐路山頂段375巷45號(山豐國民小學校園內)
楊梅 (Yangmei),121.21460000000002,24.8975,桃園市楊梅區金華街100號(楊心國小)
柳營 (Liuying) (撤銷站),120.3092,22.9357,臺南市柳營區果毅里61號(果毅國小)
高雄 (KAOHSIUNG) (撤銷站),120.3157,22.5659,高雄市前鎮區明孝里26鄰漁港南二路2號
甲仙 (Jiasian),120.806,23.2224,高雄市甲仙區(甲仙國民中學操場後方小山丘上)
月眉 (Yuemei),120.59170000000002,23.0801,高雄市杉林區月眉里山仙路1號月眉農場
美濃 (Meinong),120.5398,22.971,高雄市美濃區福安里中山路二段204巷65號(美濃區福安國小後方)
溪埔 (XIPU),120.51909999999998,22.8987,高雄市大樹區溪埔里之台29線近83K處
內門 (Neimen),120.4467,22.7385,高雄市內門區木柵里木柵3號（木柵國民小學）
古亭坑 (Gutingkeng),120.4667,22.9754,高雄市田寮區古亭里
阿公店 (Agongdian),120.4019,22.870865229295003,高雄市燕巢區西燕里工程路1號（阿公店水庫內）
阿蓮 (Alian),120.3555,22.8041,高雄市阿蓮區阿蓮里民生路94號(阿蓮區公所)
梓官 (Ziguan),120.3275,22.8832,高雄市梓官區梓官路258號(梓官區公所)
永安 (Yong'an),120.2672,22.7605,高雄市永安區永安路32號(永安消防分隊)
茄萣 (Qieding),120.2368,22.8231,高雄市茄萣區濱海路四段27號(茄萣區公所)
湖內 (Hunei),120.1826,22.9066,高雄市湖內區中山路一段290之1號(湖街派出所)
彌陀 (Mituo),120.24450000000002,22.8871,高雄市彌陀區中正北路7號(彌陀消防分隊)
岡山 (Gangshan),120.24629999999999,22.7838,高雄市岡山區岡山路341號(岡山地政事務所)
仁武 (Renwu),120.28821890410958,22.73897205479452,高雄市仁武區中正路133號(仁武區公所)
鼓山 (Gushan),120.34769999999999,22.701,高雄市鼓山區臨海一路61-1號(鼓山消防分隊)
三民 (Sanmin),120.27550000000001,22.6233,高雄市三民區十全一路88號(十全消防分隊)
苓雅 (LingYa),120.3112,22.645,高雄市苓雅區三多一路162號(苓雅消防分隊)
林園 (Linyuan),120.3306,22.6227,高雄市苓雅區三多一路162號(苓雅消防分隊)
大寮 (Daliao),120.3945,22.5077,高雄市大寮區鳳林三路492號(大寮區公所)
旗山 (Qishan),120.39570000000002,22.6056,高雄市大寮區鳳林三路492號(大寮區公所)
路竹 (Luzhu),120.48349999999999,22.8886,高雄市路竹區國昌路76號(路竹區公所)
橋頭 (Qiaotou),120.25939999999999,22.8549,高雄市路竹區國昌路76號(路竹區公所)
大社 (Dashe),120.3057,22.7578,高雄市大社區自強街1號(大社區公所)
萬山 (Wanshan),120.3466,22.7303,高雄市茂林區萬山段710地號
六龜 (Liugui),120.68799999999999,22.9059,高雄市茂林區萬山段710地號
左營 (Zuoying),120.6335,22.9978,高雄市左營區左營大路1號(高雄市立海青高級工商職業學校資訊大樓樓頂)
小林 (Xiaolin),120.28489999999998,22.6749,高雄市甲仙區五里路24-2號（小林國小）
鳳山 (Fengshan),120.63319999999999,23.1484,高雄市鳳山區文山路園藝巷4號（鳳山熱帶園藝試驗分所）
鳳森 (Fengsen),120.35610000000001,22.6466,高雄市小港區水庫段96-1地號（鳳山給水廠內）
新興 (Sinsing),120.39250000000001,22.545,高雄市新興區大同一路231號(大同國小內5樓頂)
烏日 (Wuri),120.52890000000001,24.1845,臺中市龍井區西里龍門路51號(龍井國小)
西屯 (Xitun),120.6241,24.107,臺中市西屯區西屯路二段300號(西屯國小)
南屯 (Nantun),120.6412,24.1794,臺中市南屯區黎明路一段968號(南屯國小)
新社 (Xinshe),120.6379,24.137,臺中市南屯區黎明路一段968號(南屯國小)
大雅(中科園區) (Daya),120.8158,24.2001,臺中市大雅區中部科學工業園區臺中園區(汙水處理機房樓頂)
桃山 (Taoshan),120.6244,24.2152,臺中市和平區(位於往桃山山屋叉路解說牌附近)
雪山東峰 (Xueshandongfeng),121.3038,24.4327,臺中市和平區(位於雪山東峰直升機停機坪東南東方60公尺處)
大甲 (Dajia),120.5233,24.256,臺中市大甲區開元路71號(大甲高級工業職業學校內)
臺南 (TAINAN),120.2047,22.9932,臺南市中西區公園路21號
永康 (YONGKANG),120.2047,22.9932,臺南市永康區鹽行里正南五街520巷88號
曾文 (Cengwen),120.0861,23.147,臺南市楠西區曾文新村(曾文水庫管理局內)
北寮 (Beiliao),120.49730000000001,23.2196,臺南市南化區北寮里48-4號
王爺宮 (Wangyegong),120.495,23.0795,臺南市六甲區王爺里24號（六甲國小湖東分校）
大內 (Danei),120.4008,23.222,臺南市大內區74201大內里63號(大內國民小學)
善化 (Shanhua),120.3608,23.1188,臺南市善化區益民寮60號(亞洲蔬菜研究發展中心內)
玉井 (Yujing),120.2972,23.1128,臺南市玉井區台灣糖業公司玉井糖廠
安南 (Annan),120.46050000000001,23.126,臺南市安南區公學路6段589號(學東國民小學內)
崎頂 (Qiding),120.14480000000002,23.0766,臺南市龍崎區中坑里5鄰13號
虎頭埤 (Hutoupi),120.3693,22.9595,臺南市新化區口埤18號(新化分場)
新市 (Xinshi),120.3478,23.0213,臺南市新化區口埤18號(新化分場)
媽廟 (Mamiao),120.2981,23.0616,臺南市新市區永就里53號(番子寮農場)
下營 (Xiaying),120.38559999999998,23.2965,臺南市下營區仁里里下營國小附近
佳里 (Jiali),120.2562,23.2269,臺南市佳里區西方之埔尾，近七股區之篤加
臺南市北區 (Beiqu Tainan City),120.14500000000001,23.173,臺南市佳里區西方之埔尾，近七股區之篤加
臺南市南區 (Nanqu Tainan City),120.1942,23.0103,臺南市北區文賢路678號(和緯消防分隊)
麻豆 (Madou),120.18829999999998,22.9611,臺南市南區明興路2號(南區區公所)
官田 (Guantian),120.24859999999998,23.1832,臺南市麻豆區興國路9號(麻豆消防分隊5樓頂)
西港 (Xigang),120.31539999999998,23.1932,臺南市官田區中山路一段132號(官田區公所)
安定 (Anding),120.20309999999999,23.1256,臺南市西港區中山路450號(西港消防分隊4樓頂)
仁德 (Rende),120.22779999999999,23.1026,臺南市安定區南安里33-11號(安定消防分隊)
關廟 (Guanmiao),120.2576,22.9682,臺南市關廟區中正路998號(關廟區公所3樓頂)
山上 (Shanshang),120.32770000000001,22.963,臺南市山上區豐德里隙子口5之1號(中油豐德供油中心2樓頂)
安平 (Anping),120.3632,23.0757,臺南市安平區城平路2號(台江國家公園管理處)
左鎮 (Zuozhen),120.15210000000002,22.9931,臺南市安平區城平路2號(台江國家公園管理處)
白河 (Baihe),120.4085,23.0567,臺南市白河區中山路6號(白河消防分隊)
學甲 (Xuejia),120.41439999999999,23.3474,臺南市白河區中山路6號(白河消防分隊)
鹽水 (Yanshui),120.1821,23.2303,臺南市鹽水區竹埔里1號(竹埔派出所)
關子嶺 (Guanziling),120.2476,23.2726,臺南市鹽水區竹埔里1號(竹埔派出所)
新營 (Xinying),120.50800000000001,23.3311,臺南市白河區關嶺里94-3號(仙草國小關嶺分校)
後壁 (Houbi),120.31659999999998,23.3106,臺南市後壁區後壁里129號(後壁圖書館)
將軍 (Jiangjun),120.36230000000002,23.3663,臺南市後壁區後壁里129號(後壁圖書館)
北門 (Beimen),120.1357,23.2149,臺南市將軍區將貴里58號(將軍國小)
鹿寮 (Luliao),120.12540000000001,23.2677,臺南市白河區崎內里12號(鹿寮水庫)
七股 (Qigu),120.4773,23.386,臺南市白河區崎內里12號(鹿寮水庫)
鞍部 (ANBU),121.52970000000002,25.1825,臺北市北投區陽明山竹子湖路111號
臺北 (TAIPEI),121.5297,25.1825,臺北市北投區陽明山竹子湖路111號
竹子湖 (ZHUZIHU),121.51359972621492,25.036549760438056,臺北市北投區陽明山竹子湖路2號
社子 (Shezih),121.54450000000001,25.162,臺北市士林區延平北路九段212號(臺北海洋科技大學內)
天母 (Tianmu),121.5165,25.0963,臺北市士林區天母東路116號(三玉國小內)
內湖 (Neihu),121.53710000000001,25.1174,臺北市內湖區內湖路一段520號(內湖高工內)
平等 (Pingdeng),121.54699348903043,25.10758400566171,臺北市士林區平菁街101號(平等國小)
松山 (Songshan),121.57700000000001,25.1291,臺北市士林區平菁街101號(平等國小)
石牌 (Shipai),121.57475383244207,25.07860650623886,臺北市松山區敦化北路1號(臺北市松山運動中心)
大屯山 (Datunshan),121.5131,25.1155,臺北市北投區湖田段461-6地號(民航局大屯山助航臺)
文山 (Wenshan),121.56449999999998,25.0378,臺北市文山區木柵路4段159巷14-1號(博嘉國小校園內)
南港 (Nangang) (撤銷站),121.53950000000002,25.0143,臺北市大安區羅斯福路四段1號(臺灣大學大氣科學系觀測坪內)
士林 (Shihlin) (撤銷站),121.6029,25.0554,臺北市士林區延平北路6段308號(社子國小內)
大直 (Dazhi) (撤銷站),121.5735,25.106199999999998,臺北市中山區北安路420號(大直高中內)
石牌 (Shipai) (撤銷站),121.5428,25.078,臺北市中山區北安路420號(大直高中內)
板橋 (BANQIAO),121.442,24.9976,新北市板橋區大觀路二段265巷62號
淡水 (TAMSUI),121.442,24.9976,新北市淡水區中正東路42巷6號
山佳 (Shanjia),121.44890000000001,25.1648,新北市樹林區中山路3段5號(山佳國民小學校園內)
坪林 (Pinglin),121.40199999999999,24.9749,新北市樹林區中山路3段5號(山佳國民小學校園內)
四堵 (Sihdu),121.70970000000001,24.9381,新北市坪林區碧湖(北宜路旁之碧湖橋道路上行約10分鐘)
泰平 (Taiping),121.7457,24.8926,新北市雙溪區泰平里8鄰大平路43號(泰平國小分校附近)
福山 (Fushan),121.8237,24.9711,新北市雙溪區泰平里8鄰大平路43號(泰平國小分校附近)
桶後 (Tonghou),121.5028,24.7762,新北市烏來區后桶街49號孝義里5-6k處路旁
石碇 (Shihding),121.59790000000001,24.8482,新北市石碇區湳窟34號附近
火燒寮 (Huoshaoliao),121.66290000000001,24.9939,新北市平溪區東勢里
瑞芳 (Rueifang),121.7428,25.0027,新北市瑞芳區22403龍山里逢甲路360號(義方國民小學校園內)
三和 (Sanhe),121.80109999999999,25.1131,新北市金山區三和國小兩湖分校
金山 (Jinshan),121.59519999999999,25.2331,新北市金山區中興段404地號(磺港社區活動中心內)
鼻頭角 (Bitoujiao),121.64389999999999,25.2236,新北市瑞芳區鼻頭角燈塔旁
三貂角 (Sandiaojiao),121.9233,25.129,新北市貢寮區三貂角燈塔旁
大坪 (Daping),122.00199999999998,25.0076,新北市萬里區溪底里香員林6-3號
五指山 (Wujhihshan),121.6329,25.1659,新北市汐止區國軍示範公墓旁之復興廣播電台門口外
福隆 (Fulong),121.60859999999998,25.1321,新北市貢寮區東北角海岸國家風景管理處之福隆遊客中心後方
雙溪 (Shuangsi),121.942,25.0178,新北市雙溪區雙溪里社區活動中心旁花圃內
富貴角 (Fugueijiao),121.8642,25.036,新北市石門區山溪里10鄰九芎林13號旁(石門國小山溪分班附近)
汐止 (Xizhi),121.5652,25.2637,新北市汐止區大同路二段394號(汐止國中)
永和 (Yonghe),121.6587,25.0668,新北市永和區永平路205號(永平高中校園內)
五分山 (Wufengshan),121.50810000000001,25.0112,新北市瑞芳區靜安路四段1巷1號
林口 (Linkou),121.78070000000001,25.0712,新北市林口區仁愛路二段173號(林口高中內)
深坑 (Shenkeng),121.3808,25.0721,新北市深坑區文山路1段35號(深坑消防分隊樓頂)
臺中 (TAICHUNG),120.684,24.1457,臺中市北區精武路295號
梧棲 (WUQI) (撤銷站),120.68399999999998,24.1457,臺中市梧棲區臺灣大道十段2號海港大樓6樓
大肚 (Dadu),120.5233,24.256,臺中市大肚區瑞井里遊園路一段2號(臺中區監理所內)
雪山圈谷 (Xueshanjuangu),120.5721,24.1529,臺中市和平區(往雪山主峰路上9.8公里處右邊)
石岡 (Shigang),121.23630000000001,24.3885,臺中市石岡區石岡街6號 (臺中市石岡區衛生所)
中坑 (Zhongkeng),120.77760000000002,24.276,臺中市和平區中坑里中坑段39地號內
審馬陣 (Shenmazhen),120.90330000000002,24.2485,臺中市和平區南湖大山指標16.2K處(審馬陣山附近)
南湖圈谷 (Nanhuquangu),121.4203,24.3816,臺中市和平區南湖大山指標20K處(南湖主峰東峰岔路附近)
東勢 (Dongshi),121.44460000000001,24.3637,臺中市東勢區東關路647號(東勢林區管理處雙崎工作站內)
梨山 (Lishan),120.833,24.2464,臺中市和平區梨山里福壽路29號（福壽山農場）
中竹林 (Zhongzhulin),121.2436,24.2475,臺中市太平區長龍路中埔二號橋至站址直線距離約1.7km
神岡 (Shengang),120.751,24.1035,臺中市神岡區三民路639號(圳堵國小校園南側大樓屋頂平台)
大安 (Da-an),120.6583,24.2724,臺中市大安區中庄里中山南路296號(大安國小)
后里 (Houli),120.58800000000001,24.345,臺中市后里區甲后路110號(后里國小)
豐原 (Fengyuan),120.7297,24.3104,臺中市豐原區豐榮里12鄰新生北路155號(豐原國小)
大里 (Dali),120.7206,24.2543,臺中市大里區文化街120號(塗城國小)
潭子 (Tanzi),120.7013,24.0924,臺中市潭子區中山路二段435號(潭子國小)
清水 (Qingshui),120.70390000000002,24.2131,臺中市清水區護岸路37號(高美國小)
外埔 (Waipu),120.56220000000002,24.3122,臺中市清水區護岸路37號(高美國小)
龍井 (Longjing),120.7056,24.3478,臺中市龍井區西里龍門路51號(龍井國小)
富里 (Fuli),121.495,23.4551,花蓮縣豐濱鄉靜浦村活動中心後山上
下馬 (Xiama),121.1545,22.7522,臺東縣臺東市大同路106號
金峰嘉蘭 (Jialan Jinfeng),121.50310000000002,22.0811,臺東縣蘭嶼鄉椰油段1-7地號（蘭嶼燈塔旁）
延平 (Yanping),120.9608,22.5947,臺東縣金峰鄉嘉蘭村12鄰665號(金峰鄉嘉蘭村活動中心)
石寧山 (Shiningshan),121.084,22.9025,臺東縣臺東縣延平鄉昇平路75號(延平消防分隊)
七塊厝 (Qikuaicuo),121.4066,23.2237,臺東縣長濱鄉寧埔村石寧山附近山區
香蘭 (Xianglan),121.2299,22.9544,臺東縣東河鄉尚德村七塊厝產業道路附近山區
加津林 (Jiajinlin),120.9933,22.5875,臺東縣太麻里鄉香蘭村四鄰28號 (香蘭國小)
勝林山 (Shenglinshan),120.92690000000002,22.4162,臺東縣大武鄉大竹村14鄰加津林4號(舊高溪派出所)
山豬窟 (Shanzhuku),120.89379999999998,22.4304,臺東縣達仁鄉勝林山山頂停機坪旁(與大武鄉交界附近)
歷坵 (Liqiu),120.8573,22.3186,臺東縣大武鄉南興村山豬窟產業道路附近山區(梅園涼亭旁)
檳榔四格山 (Binlangsigeshan),120.89180000000002,22.5209,臺東縣金峰鄉歷坵產業道路附近山區
金崙山 (Jinlunshan),121.1093,22.81,臺東縣卑南鄉檳榔四格山山頂瞭望臺旁
都歷 (Duli),120.9596,22.5674,臺東縣成功鎮新村路25號(東部海岸國家風景區管理處)
瑞和 (Ruihe),121.3236,23.0203,臺東縣成功鎮新村路25號(東部海岸國家風景區管理處)
土坂 (Tuban),121.1566,22.9743,臺東縣臺東市知本路2段291巷299號
下馬 (Siama) (撤銷站),121.22790000000002,22.8783,臺東縣東河鄉都蘭村431號(都蘭國民小學操場旁)
車城 (Checheng),120.8367,22.076,屏東縣滿州鄉長樂村大公路14號(往南仁山方向)
牡丹 (Mudan),120.7162,22.0744,屏東縣車城鄉福興村中山路66號(車城國小)
枋寮 (Fangliao),120.5434,22.5848,屏東縣竹田鄉中正路123號(竹田鄉公所清潔隊)
楓港 (Fenggang),120.59060000000001,22.3677,屏東縣枋寮鄉枋寮村德興路197號(枋寮國小)
佳樂水 (Jialeshui),120.69209999999998,22.1901,屏東縣枋山鄉善餘村光復路24號(楓港國小)
墾丁 (Kenting),120.8616,21.9935,屏東縣滿州鄉佳樂水風景區內
枋山 (Fangshan),120.81020000000001,21.9667,屏東縣枋山鄉中山路三段52號(加祿國小)
旭海 (Xuhai),120.83890000000001,21.9316,屏東縣恆春助航台(NDB歸航台)
大漢山 (Dahanshan),120.8412,22.1683,屏東縣春日鄉大漢山頂
車城 (Checheng) (撤銷站),120.8589,22.2389,屏東縣牡丹鄉(潮州事業區46林班地)電信轉播站後方
牡丹 (Mudan) (撤銷站),120.66099999999999,22.2468,屏東縣枋山鄉中山路三段52號加祿國小成功分班內（廢校中）
大漢山 (Da-Han_Shan) (撤銷站),120.7926,22.13,屏東縣牡丹鄉恆春事業區第二五林班(199縣道23k-23.5k間之側坡地上)
線西 (xianxi),120.48439999999998,24.1489,彰化縣伸港鄉新港村和平路60號(新港國小)
花壇 (Huatan),120.4435,24.1433,彰化縣線西鄉慶福路300號（彰濱工業區線西服務大樓內)
楠梓 (Nanzi),120.2949,22.797,
知本（水試所） (Zhiben (FRI)),121.1566,22.9743,臺東縣臺東市知本路2段291巷299號
達仁林場 (Darenlinchang),120.8875,22.4531,臺東縣達仁鄉土坂村1鄰10號(土坂國民小學操場旁)
龍磐 (Longpan),120.661,22.2468,屏東縣枋山鄉中山路三段52號(加祿國小)
大坪頂 (Dapingding),120.8876,22.2054,屏東縣牡丹鄉旭海大草原步道旁
獅子 (Shizi),120.6935,22.0246,屏東縣恆春鎮大坪頂電信機房旁
四林格山 (Silingeshan),120.7052,22.2015,屏東縣獅子鄉楓林村2巷26號
南仁湖 (Nanrenhu),120.7944,22.0787,屏東縣牡丹鄉四林格山遊樂區第2涼亭旁大草原
保力 (Baoli),120.8633,22.0846,屏東縣滿州鄉南仁湖步道4K山頂觀測站旁
滿州 (Manzhou),120.7641,22.0711,屏東縣車城鄉保力村竹社路5號
九棚 (Jiupeng),120.8398,22.0244,屏東縣滿州鄉文化路32號
丹路 (Danlu),120.8892,22.1419,屏東縣牡丹鄉九棚中科院基地
內獅 (Neishi),120.7509,22.2044,屏東縣獅子鄉丹路一巷1號
白鷺 (Bailu),120.6429,22.305,屏東縣獅子鄉內獅村1號(內獅國小)
高士 (Gaoshi),120.6662,22.4542,屏東縣來義鄉白鷺大橋沿白鷺道路5.5公里處
牡丹池山 (Mudanchisahn),120.8367,22.1218,屏東縣牡丹鄉高士社區進水廠水塔頂
新美 (Shinmei),120.6416,23.2418,嘉義縣大埔鄉溪頭段1地號
田中 (TianZhong),120.58119999999998,23.8738,彰化縣田中鎮中潭里4鄰高鐵三路1段167號
卓蘭 (Zhuolan),120.8647,24.637,苗栗縣苗栗市中正路241號(建功國小)
三義 (Sanyi),120.826,24.6072,苗栗縣後龍鎮高鐵三路268號(高鐵苗栗站外)
烏石坑 (Shinmei),121.2686,24.3887,臺中市和平區東崎路2段烏石巷109號
柳營 (Liuying),120.0862,23.1472,臺南市七股區鹽埕237-11號(氣象局七股雷達站區內)
恆春 (HENGCHUN),120.7463,22.0038,屏東縣恆春鎮天文路50號
尾寮山 (Weiliaoshan),120.7463,22.0038,屏東縣恆春鎮天文路50號
阿禮 (Ali),120.6838,22.8331,屏東縣三地門鄉口社檢查站車程約2小時(尾寮山瞭望台旁)
瑪家 (Majia),120.74359999999999,22.7429,屏東縣霧台鄉(屏東事業區第46林班)由山地文化村開車約2小時需徒步轉波站前面
三地門 (Sandimen),120.68659999999998,22.6829,屏東縣瑪家鄉瑪家村4鄰24號(後山)
鹽埔 (yanpuxinwei),120.6399,22.7098,屏東縣內埔鄉水門村成功路83號(國立內埔高級農工職業學校內)
屏東 (Pingdong),120.53070000000001,22.7395,屏東縣內埔鄉水門村成功路83號(國立內埔高級農工職業學校內)
赤山 (Chishan),120.494,22.6602,屏東縣屏東市復興路245號(台灣糖業公司屏東區處場區內)
潮州 (Chaojhou),120.61429999999999,22.5923,屏東縣萬巒鄉建興路40號（赤山國小）
來義 (Laiyi),120.53999999999999,22.5343,屏東縣潮州鎮光春路290號(屏東縣立光春國民中學內)
福山植物園 (Fushan Botanical Garden),121.6283,25.0027,新北市烏來區福山植物園內(生活植物區之民俗植物區觀測坪)
五股 (Wugu),121.58130000000001,24.7607,新北市五股區外寮路12號
屈尺 (Quchi),121.42719999999998,25.0744,新北市新店區屈尺路83號(衛福部北區老人之家)
白沙灣 (Baishawan),121.54470000000002,24.9218,新北市石門區德茂里下員坑33-6號（白沙灣遊客中心樓頂）
三重 (Sanchong),121.51900000000002,25.2831,新北市三重區環河南路100號
三峽 (Sanshia),121.8622,25.1236,新北市三峽區復興路238號(三峽國中校園內)
新莊 (Xinzhuang),121.3697,24.939,新北市新莊區中和街193號(榮富國小校園內)
三芝 (Sanzhi),121.44669999999999,25.0514,新北市三芝區育英路22號(三芝國小內)
八里 (Bali),121.5019,25.2581,新北市八里區中山路二段338號(八里國小內)
蘆洲 (Lujhou),121.40389999999998,25.1502,新北市蘆洲區三民路96號(三民高中內)
土城 (Tucheng),121.4723,25.0865,新北市土城區金城路一段90號(新北市政府消防局土城分隊大樓樓頂)
鶯歌 (Yingge),121.44509999999998,24.9732,新北市鶯歌區尖山埔路106號(鶯歌國小內)
中和 (Zhonghe),121.3462,24.9515,新北市中和區錦和路163號(錦和高中內)
