,ID,name,long,lat
449,C1I500,大尖山 (Dajianshan),120.7864,23.6395
450,C1I510,線浸林道 (Xianjinlindao),120.9948,23.8585
451,C1I550,國六W023K (Freeway No. 6 W023K),120.8329,23.7615
452,C1I211,蘆竹湳 (Luzhunan),120.8677,23.9790
453,C1I220,樟湖 (Zhanghu),120.8119,23.9340
454,C1I230,九份二山 (Jiufen'ershan),120.8469,23.9053
455,C1I240,外大坪 (Waidaping),120.8450,23.9619
456,C1I250,鯉潭 (Litan),120.9179,23.9586
457,C1I260,北坑 (Beikeng),120.9911,23.9619
458,C1I310,西巒 (Xiluan),121.0069,23.9246
459,C1I320,奧萬大 (Aowanda),120.8839,23.7544
460,C1I330,楓樹林 (Fengshulin),121.1785,23.9529
461,C1I340,新興橋 (Xinxingqiao),121.0761,23.9868
462,C1I280,埔中 (Puzhong),120.8687,23.5633
463,C1I290,豐丘 (Fengqiu),120.6425,23.8207
464,C1I300,上安橋 (Shang-anciao) (撤銷站),120.8874,23.6681
465,C1I350,東埔 (Dongpu) (撤銷站),120.8738,23.7282
466,C1I270,水里 (Shueili) (撤銷站),120.9251,23.5563
467,C1I210,蘆竹湳 (Luzhunan) (撤銷站),120.8540,23.8319
468,C1I130,桶頭 (Tongtou) (撤銷站),120.8120,23.9340
469,C1I160,龍神橋 (Longshenciao) (撤銷站),120.6536,23.6424
470,C1I170,集集 (Jiji) (撤銷站),120.8715,23.7798
471,C1I190,水長流 (Shueichangliou) (撤銷站),120.7750,23.8263
472,C1I200,中心崙 (Zhongxinlun) (撤銷站),120.8604,24.0618
473,C1I120,大鞍 (Da-an) (撤銷站),120.7123,23.7285
474,C1I080,信義 (Xinyi) (撤銷站),120.7598,23.6785
475,C1I100,溪頭 (Xitou) (撤銷站),120.8510,23.6896
476,C1I060,望鄉 (Wangsiang) (撤銷站),120.8072,23.6612
477,C1H9B0,阿眉 (Amei) (撤銷站),120.9281,23.6190
478,C1I040,文文社 (Wunwunshe) (撤銷站),120.9942,24.1260
479,C1H950,中寮 (Chungliao) (撤銷站),120.9934,23.8493
480,C1H960,草屯 (Caotun) (撤銷站),120.7664,23.8843
481,C1H970,六分寮 (Lioufenliao) (撤銷站),120.6628,23.9971
482,C1H930,北山 (Beishan) (撤銷站),120.6381,23.9254
483,C1H940,雙冬 (Shuangdong) (撤銷站),120.8747,23.9853
484,C1H910,魚池 (Yuchih) (撤銷站),120.8023,23.9674
485,C1H870,仁愛 (Ren-ai) (撤銷站),120.9290,23.9008
486,C1H880,凌霄 (Lingsiao) (撤銷站),121.1307,24.0186
487,C1H890,大肚城 (Daducheng) (撤銷站),121.0148,24.0167
488,C1H850,翠巒 (Cueiluan) (撤銷站),120.9522,23.9709
489,467270,田中 (TianZhong),120.5812,23.8738
490,C0G860,社頭 (Shetou),120.5812,23.8738
491,C0G870,芳苑 (Fangyuan),120.5862,23.8976
492,C0G880,二水 (Ershui),120.3200,23.9223
493,C0G890,伸港 (Shenggang),120.6173,23.8107
494,C0G900,線西 (xianxi),120.4844,24.1489
495,C0G910,花壇 (Huatan),120.4435,24.1433
496,C0G920,永靖 (Yongjing),120.5494,24.0320
497,C0G940,竹塘 (Zhutang),120.5475,23.9247
498,C0G620,芬園 (Fenyuan),120.3867,23.8482
499,C0G640,鹿港 (Lukang),120.6213,24.0156
500,C0G650,員林 (Yuanlin),120.6213,24.0753
501,C0G660,溪湖 (Xihu),120.5855,23.9465
502,C0G720,溪州 (Xizhou),120.4791,23.9483
503,C0G730,二林 (Erlin),120.4990,23.8515
504,C0G740,大城 (Dacheng),120.3760,23.9033
505,C0G800,埔鹽 (Puyan),120.3209,23.8524
506,C0G810,埔心 (Puxin),120.4316,24.0003
507,C0G820,田尾 (Tianwei),120.5254,23.9476
508,C0G830,埤頭 (Pitou),120.5093,23.9016
509,C0G840,北斗 (Beidou),120.4528,23.8660
510,C0G770,福興 (Fuxing),120.5142,23.8775
511,C0G780,秀水 (Xiushui),120.4376,24.0412
512,C1G691,下水埔 (Xiashuipu),120.5038,24.0340
513,C1G9D0,國一S218K (Freeway No. 1 - RAIN – S218K),120.5676,23.8161
514,C1G700,中西 (Jhongsi) (撤銷站),120.4932,23.8906
515,C1G620,芬園 (Fenyuan) (撤銷站),120.3521,23.8820
516,C1G630,彰化 (Changhua) (撤銷站),120.6212,24.0154
517,C1G631,彰化 (Changhua) (撤銷站),120.5550,24.0788
518,C1G660,溪湖 (Sihu) (撤銷站),120.5546,24.0791
519,C1G670,溪州 (Sijhou) (撤銷站),120.4789,23.9482
520,C1G680,草湖 (Caohu) (撤銷站),120.4959,23.8482
521,C1G690,下水埔 (Xiashuipu) (撤銷站),120.3784,23.9596
522,C0G790,花壇 (Huatan) (撤銷站),120.5750,23.8176
523,C0G850,田中 (Tianzhong) (撤銷站),120.5523,24.0160
524,C0G750,竹塘 (Zhutang) (撤銷站),120.5882,23.8567
525,C0G760,高鐵彰化 (THSR Changhua) (撤銷站),120.3824,23.8466
526,C0G710,台西 (Taisi) (撤銷站),120.5746,23.8752
527,C0K240,草嶺 (Caoling),120.6934,23.5955
528,C0K250,崙背 (Lunbei),120.6934,23.5955
529,C0K280,四湖 (Sihu),120.3189,23.7555
530,C0K291,宜梧 (Yiwu),120.2271,23.6304
531,C0K530,臺西 (Taixi),120.1693,23.5362
532,C0K550,蔦松 (Niaosong),120.1975,23.7015
533,C0K560,棋山 (Qishan),120.2297,23.5143
534,C0K580,高鐵雲林 (THSR Yunlin),120.6034,23.6864
535,C0K590,"雲林東勢 (Dongshi, Yunlin County)",120.4179,23.7374
536,C0K330,虎尾 (Huwei),120.2557,23.6741
537,C0K390,土庫 (Tuku),120.4420,23.7191
538,C0K400,斗六 (Douliu),120.3955,23.6790
539,C0K410,北港 (Beigang),120.5411,23.7205
540,C0K420,西螺 (Xiluo),120.2928,23.5739
541,C0K430,褒忠 (Baozhong),120.4673,23.8004
542,C0K440,二崙 (Erlun),120.3036,23.6909
543,C0K450,大埤 (Dapi),120.4089,23.7727
544,C0K460,斗南 (Dounan),120.4315,23.6460
545,C0K470,林內 (Linnei),120.4783,23.6787
546,C0K480,莿桐 (Citong),120.6096,23.7486
547,C0K500,元長 (Yuanchang),120.5023,23.7611
548,C0K510,水林 (Shuilin),120.3150,23.6498
549,C1K540,口湖 (Kouhu),120.2459,23.5729
550,C1K230,西螺 (Siluo) (撤銷站),120.1805,23.5853
551,C1K250,崙背 (Lunbei) (撤銷站),120.4525,23.8044
552,C1K260,後安寮 (Hou-anliao) (撤銷站),120.3189,23.7555
553,C1K270,褒忠 (Baojhong) (撤銷站),120.2332,23.7892
554,C1K310,斗六 (Douliou) (撤銷站),120.3081,23.7049
555,C1K320,阿丹 (Adan) (撤銷站),120.5163,23.7055
556,C1K340,土庫 (Tuku) (撤銷站),120.5118,23.6579
557,C1K350,北港 (Beigang) (撤銷站),120.3898,23.6880
558,C1K380,山豬湖 (Shanjhuhu) (撤銷站),120.2952,23.5689
559,C0K520,雲林東勢 (Dongshi Yunlin County) (撤銷站),120.6012,23.5867
560,C0K490,古坑 (Gukeng) (撤銷站),120.1547,23.6744
561,C0K300,大埔 (Dapu) (撤銷站),120.5597,23.6543
562,C0K290,宜梧 (Yiwu) (撤銷站),120.6052,23.6413
563,467480,嘉義 (CHIAYI),120.4329,23.4959
564,C0M730,嘉義市東區 (Dongqu Chiayi City),120.4329,23.4959
565,467530,阿里山 (ALISHAN),120.8132,23.5082
566,C0M410,馬頭山 (Matoushan),120.8132,23.5082
567,C0M520,東後寮 (Donghouliao),120.8132,23.5082
568,C0M530,奮起湖 (Fenqihu),120.2480,23.3699
569,C0M640,中埔 (Zhongpu),120.6992,23.4939
570,C0M650,朴子 (Puzi),120.5229,23.4253
571,C0M660,溪口 (Xikou),120.2390,23.4346
572,C0M670,大林 (Dalin),120.4035,23.6041
573,C0M680,太保 (Taibao),120.4584,23.6006
574,C0M690,水上 (Shuishang),120.3314,23.4550
575,C0M700,竹崎 (Zhuqi),120.3889,23.4197
576,C0M710,東石 (Dongshi),120.5555,23.5261
577,C0M720,番路 (Fanlu),120.1538,23.4589
578,C0M740,六腳 (Liujiao),120.5541,23.4646
579,C0M750,布袋 (Budai),120.2906,23.4928
580,C0M760,民雄 (Minxiong),120.1677,23.3808
581,C0M770,嘉義梅山 (Meishan Chiayi County),120.4284,23.5517
582,C0M780,鹿草 (Lucao),120.5555,23.5853
583,C0M790,新港 (Xingang),120.3083,23.4113
584,C0M800,茶山 (Chashan),120.3457,23.5532
585,C0M810,里佳 (Lijia),120.3457,23.5532
586,C0M820,達邦 (Dabang),120.6647,23.2990
587,C0M850,表湖 (Biaohu),120.7495,23.4539
588,C0M860,新美 (Shinmei),120.6416,23.2418
589,C1M480,獨立山 (Dulishan),120.6831,23.3380
590,C1M390,龍美 (Longmei),120.6077,23.5370
591,C1M400,菜瓜坪 (Caiguaping),120.6544,23.4067
592,C1M600,頭凍 (Toudong),120.6544,23.4067
593,C1M610,石磐龍 (Shipanlong),120.5761,23.2519
594,C1M620,瑞里 (Ruili),120.6635,23.4966
595,C1M640,十字 (Shizi),120.6751,23.5451
596,C1M870,國三N285K (Freeway No. 3 N285K),120.7536,23.4921
597,C1M630,豐山 (Fongshan) (撤銷站),120.5058,23.5503
598,C1M440,新高口 (Xingaokou) (撤銷站),120.7488,23.5950
599,C1M450,中坑 (Jhongkeng) (撤銷站),120.8789,23.4787
600,C1M460,溪口 (Shiko) (撤銷站),120.5255,23.5611
601,C1M470,鰲鼓 (Aogu) (撤銷站),120.4042,23.6040
602,C1M490,內埔 (Neipu) (撤銷站),120.1488,23.5052
603,C1M500,魚寮 (Yuliao) (撤銷站),120.5642,23.4854
604,C1M510,朴子 (Puzih) (撤銷站),120.3622,23.4782
605,C1M520,東後寮 (Donghouliao) (撤銷站),120.2577,23.4697
606,C1M540,小公田 (Siaogongtian) (撤銷站),120.2484,23.3697
607,C1M551,中埔 (Jhongpu) (撤銷站),120.5810,23.3617
608,C1M560,南靖 (Nanjing) (撤銷站),120.5237,23.4211
609,C1M570,大湖 (Dahu) (撤銷站),120.3841,23.4124
610,C0M830,山美 (Shanmei) (撤銷站),120.6202,23.4749
611,467590,恆春 (HENGCHUN),120.7463,22.0038
612,C0R100,尾寮山 (Weiliaoshan),120.7463,22.0038
613,C0R130,阿禮 (Ali),120.6838,22.8331
614,C0R140,瑪家 (Majia),120.7436,22.7429
615,C0R150,三地門 (Sandimen),120.6866,22.6829
616,C0R160,鹽埔 (yanpuxinwei),120.6399,22.7098
617,C0R170,屏東 (Pingdong),120.5307,22.7395
618,C0R190,赤山 (Chishan),120.4940,22.6602
619,C0R220,潮州 (Chaojhou),120.6143,22.5923
620,C0R240,來義 (Laiyi),120.5400,22.5343
621,C0R260,春日 (Chunri),120.6251,22.5273
622,C0R270,琉球嶼 (Liouciouyu),120.6283,22.3703
623,C0R280,檳榔 (Binlang),120.3622,22.3322
624,C0R320,車城 (Checheng),120.8367,22.0760
625,C0R341,牡丹 (Mudan),120.7162,22.0744
626,C0R350,貓鼻頭 (Maobitou),120.7926,22.1300
627,C0R540,佳冬 (Jiadong),120.7358,21.9217
628,C0R550,新埤 (Xinpi),120.5523,22.4194
629,C0R560,新園 (Xinyuan),120.5828,22.4679
630,C0R570,麟洛 (Linluo),120.4615,22.5434
631,C0R580,南州 (Nanzhou),120.5271,22.6507
632,C0R590,里港 (Ligang),120.5027,22.4859
633,C0R600,舊泰武 (Jiutaiwu),120.4945,22.7791
634,C0R620,墾雷 (Kenlei),120.6649,22.5881
635,C0R640,東港 (Donggang),120.8552,21.9008
636,C0R650,竹田 (Zhutian),120.4407,22.4624
637,C0R660,枋寮 (Fangliao),120.5434,22.5848
638,C0R670,楓港 (Fenggang),120.5906,22.3677
639,C0R680,佳樂水 (Jialeshui),120.6921,22.1901
640,C0R690,墾丁 (Kenting),120.8616,21.9935
641,C0R700,枋山 (Fangshan),120.8102,21.9667
642,C0R710,龍磐 (Longpan),120.6610,22.2468
643,C0R720,旭海 (Xuhai),120.8389,21.9316
644,C0R730,大坪頂 (Dapingding),120.8876,22.2054
645,C0R740,獅子 (Shizi),120.6935,22.0246
646,C0R750,四林格山 (Silingeshan),120.7052,22.2015
647,C0R760,南仁湖 (Nanrenhu),120.7944,22.0787
648,C0R770,保力 (Baoli),120.8633,22.0846
649,C0R780,滿州 (Manzhou),120.7641,22.0711
650,C0R790,九棚 (Jiupeng),120.8398,22.0244
651,C0R800,丹路 (Danlu),120.8892,22.1419
652,C0R810,內獅 (Neishi),120.7509,22.2044
653,C0R820,白鷺 (Bailu),120.6429,22.3050
654,C0R830,高士 (Gaoshi),120.6662,22.4542
655,C0R840,牡丹池山 (Mudanchisahn),120.8367,22.1218
656,C0R440,大漢山 (Dahanshan),120.8412,22.1683
657,C0R470,高樹 (Gaoshu),120.7531,22.4052
658,C0R480,長治 (Changzhi),120.6008,22.8263
659,C0R490,九如 (Jiuru),120.5426,22.6931
660,C0R510,萬丹 (WanDan),120.4905,22.7405
661,C0R520,崁頂 (Kanding),120.4903,22.5877
662,C1R110,口社 (Gusia),120.5069,22.5147
663,C1R120,上德文 (Shangdewun),120.6452,22.7701
664,C1R290,石門山 (Shihmenshan),120.7044,22.7632
665,C1R610,西大武山 (Xidawushan),120.7565,22.1126
666,C1R630,龍泉 (Longquan),120.7322,22.6177
667,C1R250,力里 (Lili),120.5909,22.6670
668,C1R260,春日 (Chunrih) (撤銷站),120.6292,22.4281
669,C1R300,旭海 (Syuhai) (撤銷站),120.6283,22.3703
670,C1R310,壽卡 (Shouka) (撤銷站),120.8876,22.1946
671,C1R320,車城 (Checheng) (撤銷站),120.8589,22.2389
672,C1R330,枋山 (Fangshan) (撤銷站),120.7162,22.0744
673,C1R340,牡丹 (Mudan) (撤銷站),120.6610,22.2468
674,C1R440,大漢山 (Da-Han_Shan) (撤銷站),120.7926,22.1300
675,C1R130,阿禮 (Ali) (撤銷站),120.7531,22.4052
676,C1R140,瑪家 (Majia) (撤銷站),120.7436,22.7426
677,C1R160,新圍 (Xinwei) (撤銷站),120.6869,22.6829
678,C1R170,屏東 (Pingtung) (撤銷站),120.5307,22.7395
679,C1R190,赤山 (Chihshan) (撤銷站),120.4940,22.6602
680,C1R200,龍泉 (Longquan) (撤銷站),120.6163,22.5910
681,C1R201,龍泉 (Longquan) (撤銷站),120.6022,22.6671
682,C1R210,麟洛 (Linluo) (撤銷站),120.6020,22.6670
683,C1R230,南州 (Nanjhou) (撤銷站),120.5517,22.6573
684,C1R240,來義 (Laiyi) (撤銷站),120.5164,22.4926
685,C1R090,里港 (Ligang) (撤銷站),120.6251,22.5273
686,C0R530,林邊 (Linbian) (撤銷站),120.4966,22.8002
687,C0R500,竹田 (Zhutian) (撤銷站),120.5099,22.4308
688,C0R360,墾丁 (Kenting) (撤銷站),120.5440,22.5849
689,C0R370,佳樂水 (Jialeshuei) (撤銷站),120.8022,21.9456
690,C0R380,枋寮 (Fangliao) (撤銷站),120.8445,21.9919
691,C0R400,楓港 (Fongkung) (撤銷站),120.5896,22.3694
692,C0R420,牡丹池山 (Mudanchihshan) (撤銷站),120.6927,22.1901
693,C0R430,東港 (Donggang) (撤銷站),120.8405,22.1677
694,467060,蘇澳 (SU-AO),121.8573,24.5967
695,467080,宜蘭 (YILAN),121.8573,24.5967
696,C0U750,龜山島 (Gueishandao),121.7565,24.7639
697,C0U760,東澳 (Dong-ao),121.9531,24.8416
698,C0U770,南澳 (Nanao),121.8331,24.5219
699,C0U780,五結 (Wujie),121.8102,24.4493
700,C0U860,頭城 (Toucheng),121.7979,24.6863
701,C0U870,大礁溪 (Dajiaoxi),121.8308,24.8532
702,C0U880,北關 (Beiguan),121.6750,24.7910
703,C0U890,三星 (Sanxing),121.8734,24.9072
704,C0U900,內城 (Neicheng),121.6530,24.6681
705,C0U910,冬山 (Dongshan),121.6876,24.7181
706,C0U940,羅東 (Luodong),121.7937,24.6337
707,C0U950,鶯子嶺 (Yingziling),121.7493,24.6818
708,C0U960,翠峰湖 (Cuifenghu),121.7924,24.8975
709,C0U970,大福 (Dafu),121.6080,24.5108
710,C0U980,坪林石牌 (Shipai Pinglin),121.8138,24.8006
711,C0U990,員山 (Yuanshan),121.7739,24.8647
712,C0UA00,土場 (Tuchang),121.7224,24.7443
713,C0UA10,鴛鴦湖 (Yuanyanghu),121.4953,24.5765
714,C0UA20,多加屯 (Duojiatun),121.4122,24.5902
715,C0UA30,白嶺 (Bailing),121.3731,24.3686
716,C0UA40,西德山 (Xideshan),121.5190,24.5278
717,C0UA50,西帽山 (Ximaoshan),121.7526,24.5606
718,C0UA60,樟樹山 (Zhangshushan),121.8026,24.5553
719,C0UA70,桃源谷 (Taoyuangu),121.7832,24.4139
720,C0UA80,大溪漁港 (DASI FISHING),121.8888,24.9626
721,C0UA90,石城 (SHIHCHENG),121.9029,24.9418
722,C0UB00,淡江大學蘭陽校園 (TAMKANG LANYANG CAMPUS),121.9512,24.9804
723,C0U520,雙連埤 (Shuanglianpi),121.7303,24.8232
724,C0U600,礁溪 (Chiaoshi),121.6413,24.7530
725,C0U650,玉蘭 (Yulan),121.7656,24.8175
726,C0U710,太平山 (Taipingshan),121.5870,24.6752
727,C0U720,南山 (Nanshan),121.5256,24.5054
728,C1U501,牛鬥 (Nioudou),121.3816,24.4374
729,C1U670,寒溪 (Hanxi),121.5736,24.6378
730,C1U690,新寮 (Xinliao),121.7169,24.6340
731,C1U840,東澳嶺 (Dongaoling),121.7512,24.6255
732,C1U850,觀音海岸 (Guanyin Coast),121.8485,24.5378
733,C1U920,思源 (Siyuan),121.7785,24.3831
734,C1U930,粉鳥林 (FENNIAOLIN),121.3472,24.3931
735,C1U860,頭城 (Toucheng) (撤銷站),121.8424,24.4970
736,C1U880,北關 (Beiguan) (撤銷站),121.8307,24.8532
737,C1U720,南山 (Nanshan) (撤銷站),121.8718,24.9065
738,C1U830,烏石鼻 (Wushibi) (撤銷站),121.3816,24.4374
739,C1U680,冬山 (Dongshan) (撤銷站),121.8393,24.4826
740,C1U521,雙連埤 (Shuanglianpi) (撤銷站),121.7934,24.6323
741,C1U580,北關 (Beiguan) (撤銷站),121.6412,24.7529
742,C1U590,頭城 (Toucheng) (撤銷站),121.8734,24.9072
743,C1U610,大礁溪 (Dajiaosi) (撤銷站),121.8146,24.8519
744,C1U620,壯圍 (Jhuangwei) (撤銷站),121.6783,24.7859
745,C1U630,再連 (Zailian) (撤銷站),121.7895,24.7437
746,C1U660,三星 (Sansing) (撤銷站),121.6794,24.7150
747,C0U730,思源 (Siyuan) (撤銷站),121.6544,24.6706
748,C0U680,冬山 (Dongshan) (撤銷站),121.3566,24.3972
749,C0U640,羅東 (Luodong) (撤銷站),121.7935,24.6324
750,466990,花蓮 (HUALIEN),121.6132,23.9751
751,C0T790,大禹嶺 (Dayuling),121.6132,23.9751
752,C0T820,天祥 (Tianxiang),121.3160,24.1861
753,C0T9D0,和中 (Hezhong),121.4956,24.1795
754,C0T9E0,大坑 (Dakeng),121.7410,24.2667
755,C0T9F0,水璉 (Shuilian),121.5819,23.8806
756,C0T9G0,鳳林山 (Fenglinshan),121.5425,23.7971
757,C0T9H0,加路蘭山 (Jialulanshan),121.4201,23.7352
758,C0T9I0,豐濱 (Fengbin),121.5274,23.6829
759,C0T9M0,靜浦 (Jingpu),121.5148,23.5838
760,C0T9N0,富里 (Fuli),121.4950,23.4551
761,C0Z020,明里 (Mingli),121.2493,23.1716
762,C0Z050,佳心 (Jiaxin),121.2623,23.2087
763,C0Z061,玉里 (Yuli),121.2131,23.3456
764,C0Z070,舞鶴 (Wuhe),121.3396,23.3215
765,C0Z080,富源 (Fuyuan),121.3740,23.4681
766,C0Z100,東華 (Donghwa),121.3782,23.5876
767,C0Z150,吉安光華 (Guanghua Ji-an),121.5498,23.8952
768,C0Z160,鳳林 (Fenglin),121.5951,23.9309
769,C0Z170,卓溪 (Zhuoxi),121.4534,23.7461
770,C0Z180,新城 (Xincheng),121.3033,23.3442
771,C0Z190,富世 (Fushi),121.6045,24.0394
772,C0Z200,萬榮 (Wanrong),121.6297,24.1474
773,C0Z210,瑞穗 (Ruisui),121.4201,23.7092
774,C0Z220,和平林道 (Hepinglindao),121.3902,23.5239
775,C0Z230,和平 (Heping),121.6563,24.3439
776,C0Z250,瑞穗林道 (Ruisuilindao),121.7700,24.3071
777,C0Z270,蕃薯寮 (Fanshuliao),121.3068,23.4928
778,C0Z280,德武 (Dewu),121.5401,23.7383
779,C0Z290,赤柯山 (Chikeshan),121.4107,23.4742
780,C0Z300,東里 (Dongli),121.3829,23.3689
781,C0Z310,清水斷崖 (Qingshui Cliff),121.3054,23.2685
782,C0Z320,清水林道 (Qingshuilindao),121.6891,24.2182
783,C0Z330,安通山 (Antongshan),121.1882,23.2712
784,C0T870,鯉魚潭 (Liyutan),121.3485,23.2907
785,C0T900,西林 (Xilin),121.5089,23.9356
786,C0T960,光復 (Guangfu),121.4414,23.8119
787,C0T9A0,月眉山 (Yuemeishan),121.4249,23.6606
788,C0T9B0,水源 (Shuiyuan),121.5398,23.8099
789,C1S850,豐南 (Funan),121.5371,23.9918
790,C1T800,洛韶 (Luoshao),121.2623,23.1221
791,C1T810,慈恩 (Ci-en),121.4539,24.2045
792,C1T830,布洛灣 (Buluowan),121.3883,24.1920
793,C1T920,中興 (Zhongxing),121.5712,24.1718
794,C1T940,大觀 (Daguan),121.4986,23.7695
795,C1T950,太安 (Tai-an),121.3731,23.7142
796,C1T970,大農 (Danong),121.3701,23.6667
797,C1T980,龍澗 (Longjian),121.4133,23.6152
798,C1T990,高寮 (Gaoliao),121.4113,24.0232
799,C1TA00,太魯閣 (Taroko),121.3568,23.3942
800,C1Z030,紅葉 (Hongye),121.6236,24.1577
801,C1Z040,立山 (Lishan),121.3388,23.4931
802,C1Z110,三棧 (Sanzhan),121.3273,23.4433
803,C1Z120,壽豐 (Shoufeng),121.6050,24.1155
804,C1Z130,銅門 (Tongmen),121.5080,23.8708
805,C1Z140,荖溪 (Laoxi),121.4928,23.9656
806,C1Z240,中平林道 (Zhongpinglindao),121.4596,23.8905
807,C1Z090,三棧 (San-Zhan) (撤銷站),121.2676,23.4211
808,C1Z010,卓樂 (Jhuole) (撤銷站),121.6051,24.1169
809,C1Z020,明里 (Mingli) (撤銷站),121.2716,23.2970
810,C1T930,鳳林 (Fonglin) (撤銷站),121.2622,23.2087
811,C1T850,吉安 (Ji-an) (撤銷站),121.4456,23.7436
812,C1T860,銅門 (Tongmen) (撤銷站),121.5627,23.9733
813,C1T880,吳全城 (Wucyuancheng) (撤銷站),121.4926,23.9660
814,C1T890,壽豐 (Shoufeng) (撤銷站),121.5479,23.8869
815,C1T900,西林 (Xilin) (撤銷站),121.5078,23.8690
816,C1T910,東壙 (Dongkuang) (撤銷站),121.4178,23.8068
817,C0T9C0,富世 (Fushih) (撤銷站),121.4047,23.8535
818,C0T841,新城 (Sincheng) (撤銷站),121.6296,24.1481
819,467540,大武 (DAWU),120.9037,22.3556
820,467610,成功 (CHENGGONG),120.9037,22.3556
821,467620,蘭嶼 (LANYU),121.3734,23.0974
822,467660,臺東 (TAITUNG),121.5583,22.0369
823,C0S660,下馬 (Xiama),121.1545,22.7522
824,C0S690,太麻里 (Taimali),121.0703,23.1504
825,C0S700,知本 (Jhihben),120.9853,22.6090
826,C0S710,鹿野 (Luye),121.0056,22.6848
827,C0S730,綠島 (Ludao),121.1229,22.9177
828,C0S740,池上 (Chihshang),121.4753,22.6672
829,C0S750,向陽 (Siangyang),121.2094,23.1196
830,C0S760,紅石 (Hongshih),120.9861,23.2483
831,C0S770,大溪山 (Dasishan),121.1262,23.0691
832,C0S790,金崙 (Jinlun),120.9433,22.4784
833,C0S810,東河 (Donghe),120.9668,22.5381
834,C0S830,長濱 (Changbin),121.3039,22.9726
835,C0S840,南田 (Nantian),121.4119,23.2868
836,C0S890,關山 (Guanshan),120.8892,22.2797
837,C0S900,蘭嶼高中 (Lanyu High School),121.1750,23.0395
838,C0S910,蘭嶼燈塔 (Lanyu Lighthouse),121.5121,22.0490
839,C0S920,金峰嘉蘭 (Jialan Jinfeng),121.5031,22.0811
840,C0S930,延平 (Yanping),120.9608,22.5947
841,C0S940,石寧山 (Shiningshan),121.0840,22.9025
842,C0S950,七塊厝 (Qikuaicuo),121.4066,23.2237
843,C0S960,香蘭 (Xianglan),121.2299,22.9544
844,C0S970,加津林 (Jiajinlin),120.9933,22.5875
845,C0S980,勝林山 (Shenglinshan),120.9269,22.4162
846,C0S990,山豬窟 (Shanzhuku),120.8938,22.4304
847,C0SA00,歷坵 (Liqiu),120.8573,22.3186
848,C0SA10,檳榔四格山 (Binlangsigeshan),120.8918,22.5209
849,C0SA20,金崙山 (Jinlunshan),121.1093,22.8100
850,C0SA30,都歷 (Duli),120.9596,22.5674
851,C0SA40,瑞和 (Ruihe),121.3236,23.0203
852,C0SA60,知本（水試所） (Zhiben (FRI)),121.1566,22.9743
853,C0SA80,土坂 (Tuban),121.1566,22.9743
854,C0SA90,達仁林場 (Darenlinchang),120.8875,22.4531
855,C1S670,摩天 (Motian),120.8239,22.2643
856,C1S800,華源 (Huayuan),121.0270,23.1995
857,C1S820,金峰 (Jinfeng),121.0232,22.6578
858,C1S860,利嘉 (LiChai),120.9332,22.5909
859,C1S870,南美山 (NanMaiSan),121.0505,22.8094
860,C1S880,壽卡 (Shouka),121.3823,23.1502
861,C1SA50,利嘉林道 (Lijialindao),120.8589,22.2389
862,C1SA70,都蘭 (Dulan),121.0093,22.8232
863,C1S620,土阪 (Tuban) (撤銷站),121.2268,22.8779
864,C1S630,都蘭 (Dulian) (撤銷站),120.8875,22.4531
865,C1S660,下馬 (Siama) (撤銷站),121.2279,22.8783
866,C0S680,紅葉山 (Hongyeshan) (撤銷站),121.0700,23.1501
867,467300,東吉島 (DONGJIDAO),119.6674,23.2569
868,467350,澎湖 (PENGHU),119.6674,23.2569
869,C0W120,西嶼 (Xiyu),119.5630,23.5655
870,C0W130,花嶼 (Huayu),119.4684,23.5626
871,467110,金門 (KINMEN),118.2892,24.4073
872,C0W140,金沙 (Jinsha),118.2892,24.4073
873,C0W150,金寧 (Jinning),118.4087,24.4882
874,C0W160,烏坵 (Wuqiu),118.3289,24.4577
875,467990,馬祖 (MATSU),119.9234,26.1692
876,C0W110,東莒 (Dongju),119.9234,26.1692
877,C0W170,東引 (Dongyin) (撤銷站),119.9806,25.9652
